symbol,date,expiry_date_curr,expiry_date_near,closing_price_curr,closing_price_near,difference,mean,std,upper_range,lower_range,signal,entry,target,stoploss
BAJAJ-AUTO,2019-06-20,2019-06-27,2019-07-25,2904.3,2853.55,-50.75,5.45,18.58,51.9,-41.0,Buy Spread,-50.75,-22.880000000000003,-60.04
FEDERALBNK,2019-06-20,2019-06-27,2019-07-25,104.45,103.9,-0.55,0.37,0.3,1.12,-0.38,Buy Spread,-0.55,-0.10000000000000009,-0.7000000000000001
HDFC,2019-06-20,2019-06-27,2019-07-25,2203.85,2198.2,-5.65,7.93,5.26,21.08,-5.22,Buy Spread,-5.65,2.2399999999999993,-8.280000000000001
LT,2019-06-20,2019-06-27,2019-07-25,1559.25,1550.5,-8.75,4.33,5.04,16.93,-8.27,Buy Spread,-8.75,-1.1899999999999995,-11.27
M&M,2019-06-20,2019-06-27,2019-07-25,629.9,623.8,-6.1,3.16,2.68,9.86,-3.54,Buy Spread,-6.1,-2.079999999999999,-7.4399999999999995
MINDTREE,2019-06-20,2019-06-27,2019-07-25,967.4,945.0,-22.4,1.59,6.28,17.29,-14.11,Buy Spread,-22.4,-12.979999999999999,-25.54
TATASTEEL,2019-06-20,2019-06-27,2019-07-25,502.65,492.35,-10.3,1.74,3.44,10.34,-6.86,Buy Spread,-10.3,-5.140000000000001,-12.020000000000001
BAJAJ-AUTO,2019-06-19,2019-06-27,2019-07-25,2829.9,2781.05,-48.85,5.61,18.36,51.51,-40.29,Buy Spread,-48.85,-21.310000000000002,-58.03
FEDERALBNK,2019-06-19,2019-06-27,2019-07-25,104.3,103.7,-0.6,0.37,0.3,1.12,-0.38,Buy Spread,-0.6,-0.15000000000000002,-0.75
HDFC,2019-06-19,2019-06-27,2019-07-25,2179.8,2173.7,-6.1,7.97,5.21,21.0,-5.06,Buy Spread,-6.1,1.7149999999999999,-8.705
M&M,2019-06-19,2019-06-27,2019-07-25,615.95,610.8,-5.15,3.19,2.63,9.76,-3.38,Buy Spread,-5.15,-1.2050000000000005,-6.465
MINDTREE,2019-06-19,2019-06-27,2019-07-25,966.55,943.1,-23.45,1.66,6.15,17.04,-13.72,Buy Spread,-23.45,-14.224999999999998,-26.525
TATASTEEL,2019-06-19,2019-06-27,2019-07-25,494.15,483.65,-10.5,1.78,3.38,10.23,-6.67,Buy Spread,-10.5,-5.43,-12.19
BAJAJ-AUTO,2019-06-18,2019-06-27,2019-07-25,2866.1,2815.6,-50.5,5.77,18.14,51.12,-39.58,Buy Spread,-50.5,-23.29,-59.57
FEDERALBNK,2019-06-18,2019-06-27,2019-07-25,105.15,104.65,-0.5,0.38,0.3,1.13,-0.37,Buy Spread,-0.5,-0.050000000000000044,-0.65
HDFC,2019-06-18,2019-06-27,2019-07-25,2157.5,2148.9,-8.6,8.01,5.16,20.91,-4.89,Buy Spread,-8.6,-0.8599999999999994,-11.18
LT,2019-06-18,2019-06-27,2019-07-25,1511.05,1502.85,-8.2,4.41,4.96,16.81,-7.99,Buy Spread,-8.2,-0.7599999999999998,-10.68
M&M,2019-06-18,2019-06-27,2019-07-25,626.05,621.0,-5.05,3.21,2.6,9.71,-3.29,Buy Spread,-5.05,-1.1499999999999995,-6.35
MINDTREE,2019-06-18,2019-06-27,2019-07-25,967.75,944.0,-23.75,1.74,6.01,16.76,-13.28,Buy Spread,-23.75,-14.735,-26.755
TATASTEEL,2019-06-18,2019-06-27,2019-07-25,473.9,462.9,-11.0,1.81,3.32,10.11,-6.49,Buy Spread,-11.0,-6.0200000000000005,-12.66
BAJAJ-AUTO,2019-06-17,2019-06-27,2019-07-25,2847.4,2801.6,-45.8,5.94,17.91,50.72,-38.84,Buy Spread,-45.8,-18.934999999999995,-54.754999999999995
FEDERALBNK,2019-06-17,2019-06-27,2019-07-25,106.05,105.55,-0.5,0.38,0.29,1.1,-0.34,Buy Spread,-0.5,-0.06500000000000006,-0.645
HDFC,2019-06-17,2019-06-27,2019-07-25,2177.6,2172.7,-4.9,8.06,5.09,20.78,-4.66,Buy Spread,-4.9,2.7349999999999994,-7.445
M&M,2019-06-17,2019-06-27,2019-07-25,625.25,620.15,-5.1,3.24,2.56,9.64,-3.16,Buy Spread,-5.1,-1.2599999999999998,-6.38
MINDTREE,2019-06-17,2019-06-27,2019-07-25,965.75,941.2,-24.55,1.81,5.86,16.46,-12.84,Buy Spread,-24.55,-15.76,-27.48
TATASTEEL,2019-06-17,2019-06-27,2019-07-25,473.7,463.4,-10.3,1.85,3.25,9.98,-6.28,Buy Spread,-10.3,-5.425000000000001,-11.925
BAJAJ-AUTO,2019-06-14,2019-06-27,2019-07-25,2881.7,2836.55,-45.15,6.09,17.72,50.39,-38.21,Buy Spread,-45.15,-18.57,-54.01
FEDERALBNK,2019-06-14,2019-06-27,2019-07-25,106.05,105.7,-0.35,0.38,0.29,1.1,-0.34,Buy Spread,-0.35,0.08499999999999996,-0.495
M&M,2019-06-14,2019-06-27,2019-07-25,637.45,632.8,-4.65,3.26,2.52,9.56,-3.04,Buy Spread,-4.65,-0.8700000000000001,-5.91
MINDTREE,2019-06-14,2019-06-27,2019-07-25,965.2,942.55,-22.65,1.89,5.69,16.12,-12.34,Buy Spread,-22.65,-14.114999999999998,-25.494999999999997
TATASTEEL,2019-06-14,2019-06-27,2019-07-25,502.35,492.3,-10.05,1.88,3.19,9.86,-6.1,Buy Spread,-10.05,-5.265000000000001,-11.645000000000001
BAJAJ-AUTO,2019-06-13,2019-06-27,2019-07-25,2932.2,2886.6,-45.6,6.24,17.52,50.04,-37.56,Buy Spread,-45.6,-19.32,-54.36
FEDERALBNK,2019-06-13,2019-06-27,2019-07-25,107.0,106.6,-0.4,0.38,0.29,1.1,-0.34,Buy Spread,-0.4,0.03499999999999992,-0.545
HDFC,2019-06-13,2019-06-27,2019-07-25,2198.3,2193.0,-5.3,8.13,5.01,20.66,-4.39,Buy Spread,-5.3,2.215,-7.805
LT,2019-06-13,2019-06-27,2019-07-25,1521.5,1513.5,-8.0,4.51,4.84,16.61,-7.59,Buy Spread,-8.0,-0.7400000000000002,-10.42
M&M,2019-06-13,2019-06-27,2019-07-25,641.85,636.75,-5.1,3.28,2.49,9.51,-2.95,Buy Spread,-5.1,-1.3649999999999993,-6.345
MINDTREE,2019-06-13,2019-06-27,2019-07-25,968.2,945.35,-22.85,1.96,5.54,15.81,-11.89,Buy Spread,-22.85,-14.540000000000001,-25.62
TATASTEEL,2019-06-13,2019-06-27,2019-07-25,504.55,494.05,-10.5,1.92,3.13,9.74,-5.9,Buy Spread,-10.5,-5.805,-12.065
BAJAJ-AUTO,2019-06-12,2019-06-27,2019-07-25,2954.75,2906.65,-48.1,6.39,17.32,49.69,-36.91,Buy Spread,-48.1,-22.12,-56.760000000000005
FEDERALBNK,2019-06-12,2019-06-27,2019-07-25,105.4,105.0,-0.4,0.39,0.28,1.09,-0.31,Buy Spread,-0.4,0.020000000000000018,-0.54
HDFC,2019-06-12,2019-06-27,2019-07-25,2185.85,2181.15,-4.7,8.17,4.97,20.6,-4.25,Buy Spread,-4.7,2.755,-7.1850000000000005
LT,2019-06-12,2019-06-27,2019-07-25,1515.3,1506.5,-8.8,4.55,4.8,16.55,-7.45,Buy Spread,-8.8,-1.6000000000000014,-11.200000000000001
M&M,2019-06-12,2019-06-27,2019-07-25,635.4,629.7,-5.7,3.31,2.45,9.44,-2.82,Buy Spread,-5.7,-2.025,-6.925000000000001
MINDTREE,2019-06-12,2019-06-27,2019-07-25,973.9,952.0,-21.9,2.03,5.38,15.48,-11.42,Buy Spread,-21.9,-13.829999999999998,-24.59
TATASTEEL,2019-06-12,2019-06-27,2019-07-25,507.85,497.35,-10.5,1.96,3.06,9.61,-5.69,Buy Spread,-10.5,-5.91,-12.03
BAJAJ-AUTO,2019-06-11,2019-06-27,2019-07-25,3000.05,2951.6,-48.45,6.55,17.09,49.28,-36.18,Buy Spread,-48.45,-22.815000000000005,-56.995000000000005
FEDERALBNK,2019-06-11,2019-06-27,2019-07-25,107.5,107.1,-0.4,0.39,0.28,1.09,-0.31,Buy Spread,-0.4,0.020000000000000018,-0.54
HDFC,2019-06-11,2019-06-27,2019-07-25,2194.1,2187.5,-6.6,8.21,4.92,20.51,-4.09,Buy Spread,-6.6,0.7800000000000002,-9.059999999999999
LT,2019-06-11,2019-06-27,2019-07-25,1530.35,1522.8,-7.55,4.59,4.75,16.46,-7.28,Buy Spread,-7.55,-0.4249999999999998,-9.925
M&M,2019-06-11,2019-06-27,2019-07-25,639.7,634.75,-4.95,3.34,2.41,9.36,-2.69,Buy Spread,-4.95,-1.335,-6.155
MINDTREE,2019-06-11,2019-06-27,2019-07-25,975.75,954.0,-21.75,2.11,5.23,15.18,-10.97,Buy Spread,-21.75,-13.905,-24.365000000000002
TATASTEEL,2019-06-11,2019-06-27,2019-07-25,494.85,485.1,-9.75,1.99,2.98,9.44,-5.46,Buy Spread,-9.75,-5.28,-11.24
BAJAJ-AUTO,2019-06-10,2019-06-27,2019-07-25,2995.45,2946.3,-49.15,6.72,16.85,48.84,-35.4,Buy Spread,-49.15,-23.874999999999996,-57.575
HDFC,2019-06-10,2019-06-27,2019-07-25,2200.65,2196.0,-4.65,8.26,4.86,20.41,-3.89,Buy Spread,-4.65,2.6400000000000006,-7.08
LT,2019-06-10,2019-06-27,2019-07-25,1539.15,1530.15,-9.0,4.63,4.72,16.43,-7.17,Buy Spread,-9.0,-1.92,-11.36
M&M,2019-06-10,2019-06-27,2019-07-25,647.95,643.3,-4.65,3.36,2.37,9.28,-2.57,Buy Spread,-4.65,-1.0950000000000002,-5.835000000000001
MINDTREE,2019-06-10,2019-06-27,2019-07-25,971.15,946.0,-25.15,2.18,5.07,14.86,-10.5,Buy Spread,-25.15,-17.544999999999998,-27.685
TATASTEEL,2019-06-10,2019-06-27,2019-07-25,488.1,477.75,-10.35,2.03,2.92,9.33,-5.27,Buy Spread,-10.35,-5.97,-11.809999999999999
BAJAJ-AUTO,2019-06-07,2019-06-27,2019-07-25,2972.55,2919.45,-53.1,6.88,16.59,48.36,-34.6,Buy Spread,-53.1,-28.215000000000003,-61.395
HDFC,2019-06-07,2019-06-27,2019-07-25,2218.9,2214.85,-4.05,8.29,4.82,20.34,-3.76,Buy Spread,-4.05,3.1800000000000006,-6.46
LT,2019-06-07,2019-06-27,2019-07-25,1522.0,1514.45,-7.55,4.67,4.66,16.32,-6.98,Buy Spread,-7.55,-0.5599999999999996,-9.879999999999999
M&M,2019-06-07,2019-06-27,2019-07-25,645.9,641.6,-4.3,3.39,2.33,9.22,-2.44,Buy Spread,-4.3,-0.8049999999999997,-5.465
MINDTREE,2019-06-07,2019-06-27,2019-07-25,963.4,938.75,-24.65,2.26,4.85,14.38,-9.86,Buy Spread,-24.65,-17.375,-27.075
TATASTEEL,2019-06-07,2019-06-27,2019-07-25,482.95,473.0,-9.95,2.06,2.84,9.16,-5.04,Buy Spread,-9.95,-5.6899999999999995,-11.37
BAJAJ-AUTO,2019-06-06,2019-06-27,2019-07-25,3002.8,2951.85,-50.95,7.06,16.29,47.78,-33.66,Buy Spread,-50.95,-26.515000000000004,-59.095
LT,2019-06-06,2019-06-27,2019-07-25,1524.8,1516.7,-8.1,4.7,4.62,16.25,-6.85,Buy Spread,-8.1,-1.17,-10.41
M&M,2019-06-06,2019-06-27,2019-07-25,637.9,633.15,-4.75,3.41,2.29,9.14,-2.31,Buy Spread,-4.75,-1.315,-5.895
MINDTREE,2019-06-06,2019-06-27,2019-07-25,963.05,938.45,-24.6,2.34,4.63,13.92,-9.24,Buy Spread,-24.6,-17.655,-26.915000000000003
TATASTEEL,2019-06-06,2019-06-27,2019-07-25,486.2,476.3,-9.9,2.1,2.77,9.02,-4.82,Buy Spread,-9.9,-5.745,-11.285
UBL,2019-06-06,2019-06-27,2019-07-25,1320.5,1356.0,35.5,6.55,6.82,23.6,-10.5,Sell Spread,35.5,25.27,38.91
BAJAJ-AUTO,2019-06-04,2019-06-27,2019-07-25,3002.5,2949.75,-52.75,7.24,16.0,47.24,-32.76,Buy Spread,-52.75,-28.75,-60.75
M&M,2019-06-04,2019-06-27,2019-07-25,654.6,650.5,-4.1,3.43,2.25,9.06,-2.19,Buy Spread,-4.1,-0.7249999999999996,-5.225
MINDTREE,2019-06-04,2019-06-27,2019-07-25,962.55,939.85,-22.7,2.42,4.4,13.42,-8.58,Buy Spread,-22.7,-16.099999999999998,-24.9
TATASTEEL,2019-06-04,2019-06-27,2019-07-25,499.2,489.3,-9.9,2.14,2.7,8.89,-4.61,Buy Spread,-9.9,-5.85,-11.25
TITAN,2019-06-04,2019-06-27,2019-07-25,1255.5,1265.55,10.05,4.57,1.73,8.9,0.25,Sell Spread,10.05,7.455000000000001,10.915000000000001
BAJAJ-AUTO,2019-06-03,2019-06-27,2019-07-25,3051.1,3000.2,-50.9,7.42,15.68,46.62,-31.78,Buy Spread,-50.9,-27.38,-58.739999999999995
HDFC,2019-06-03,2019-06-27,2019-07-25,2237.95,2234.25,-3.7,8.4,4.71,20.18,-3.38,Buy Spread,-3.7,3.3649999999999993,-6.055
LT,2019-06-03,2019-06-27,2019-07-25,1568.6,1561.15,-7.45,4.78,4.54,16.13,-6.57,Buy Spread,-7.45,-0.6399999999999997,-9.72
M&M,2019-06-03,2019-06-27,2019-07-25,657.0,652.4,-4.6,3.46,2.22,9.01,-2.09,Buy Spread,-4.6,-1.2699999999999996,-5.71
MINDTREE,2019-06-03,2019-06-27,2019-07-25,976.95,957.05,-19.9,2.49,4.18,12.94,-7.96,Buy Spread,-19.9,-13.629999999999999,-21.99
TATASTEEL,2019-06-03,2019-06-27,2019-07-25,498.1,488.25,-9.85,2.17,2.62,8.72,-4.38,Buy Spread,-9.85,-5.92,-11.16
TITAN,2019-05-20,2019-05-30,2019-06-27,1236.5,1245.5,9.0,4.48,1.66,8.63,0.33,Sell Spread,9.0,6.51,9.83
HINDUNILVR,2019-05-16,2019-05-30,2019-06-27,1693.45,1689.3,-4.15,6.13,3.94,15.98,-3.72,Buy Spread,-4.15,1.7599999999999998,-6.12
MINDTREE,2019-05-14,2019-05-30,2019-06-27,973.8,966.5,-7.3,2.72,3.94,12.57,-7.13,Buy Spread,-7.3,-1.3899999999999997,-9.27
SUNPHARMA,2019-05-13,2019-05-30,2019-06-27,400.2,405.0,4.8,2.51,0.74,4.36,0.66,Sell Spread,4.8,3.69,5.17
BHARTIARTL,2019-05-10,2019-05-30,2019-06-27,324.6,323.3,-1.3,1.45,0.99,3.92,-1.03,Buy Spread,-1.3,0.18499999999999983,-1.795
HINDUNILVR,2019-05-10,2019-05-30,2019-06-27,1696.7,1693.0,-3.7,6.23,3.86,15.88,-3.42,Buy Spread,-3.7,2.09,-5.63
KOTAKBANK,2019-05-09,2019-05-30,2019-06-27,1383.9,1397.45,13.55,4.59,2.35,10.46,-1.28,Sell Spread,13.55,10.025,14.725000000000001
MINDTREE,2019-05-08,2019-05-30,2019-06-27,974.7,965.3,-9.4,2.81,3.89,12.54,-6.91,Buy Spread,-9.4,-3.5650000000000004,-11.345
TITAN,2019-05-08,2019-05-30,2019-06-27,1096.35,1106.0,9.65,4.4,1.6,8.4,0.4,Sell Spread,9.65,7.25,10.450000000000001
UBL,2019-05-06,2019-05-30,2019-06-27,1384.9,1423.65,38.75,6.24,6.69,22.97,-10.49,Sell Spread,38.75,28.715,42.095
UBL,2019-05-03,2019-05-30,2019-06-27,1392.95,1423.65,30.7,6.13,6.44,22.23,-9.97,Sell Spread,30.7,21.04,33.92
BHARTIARTL,2019-05-02,2019-05-30,2019-06-27,326.55,325.6,-0.95,1.49,0.95,3.86,-0.88,Buy Spread,-0.95,0.47499999999999987,-1.4249999999999998
BAJFINANCE,2019-04-24,2019-04-25,2019-05-30,3095.2,3120.45,25.25,11.01,3.81,20.54,1.48,Sell Spread,25.25,19.535,27.155
ICICIBANK,2019-04-24,2019-04-25,2019-05-30,401.45,404.65,3.2,1.3,0.74,3.15,-0.55,Sell Spread,3.2,2.0900000000000003,3.5700000000000003
IDEA,2019-04-24,2019-04-25,2019-05-30,16.9,15.2,-1.7,0.1,0.52,1.4,-1.2,Buy Spread,-1.7,-0.9199999999999999,-1.96
RELIANCE,2019-04-24,2019-04-25,2019-05-30,1390.95,1401.45,10.5,5.13,1.84,9.73,0.53,Sell Spread,10.5,7.74,11.42
TITAN,2019-04-24,2019-04-25,2019-05-30,1147.75,1156.7,8.95,4.33,1.51,8.1,0.56,Sell Spread,8.95,6.684999999999999,9.705
AXISBANK,2019-04-23,2019-04-25,2019-05-30,752.5,757.95,5.45,2.83,0.96,5.23,0.43,Sell Spread,5.45,4.01,5.93
BAJFINANCE,2019-04-23,2019-04-25,2019-05-30,3038.95,3063.15,24.2,10.96,3.73,20.28,1.64,Sell Spread,24.2,18.605,26.064999999999998
IDEA,2019-04-23,2019-04-25,2019-05-30,16.8,14.8,-2.0,0.11,0.51,1.38,-1.16,Buy Spread,-2.0,-1.2349999999999999,-2.255
RELIANCE,2019-04-23,2019-04-25,2019-05-30,1364.65,1375.4,10.75,5.11,1.81,9.64,0.58,Sell Spread,10.75,8.035,11.655
TITAN,2019-04-23,2019-04-25,2019-05-30,1129.4,1138.05,8.65,4.31,1.49,8.04,0.58,Sell Spread,8.65,6.415000000000001,9.395
AXISBANK,2019-04-22,2019-04-25,2019-05-30,756.45,761.85,5.4,2.82,0.95,5.2,0.44,Sell Spread,5.4,3.9750000000000005,5.875
BAJFINANCE,2019-04-22,2019-04-25,2019-05-30,2998.7,3019.35,20.65,10.92,3.66,20.07,1.77,Sell Spread,20.65,15.159999999999998,22.479999999999997
IDEA,2019-04-22,2019-04-25,2019-05-30,16.6,14.9,-1.7,0.12,0.5,1.37,-1.13,Buy Spread,-1.7,-0.95,-1.95
RELIANCE,2019-04-22,2019-04-25,2019-05-30,1346.7,1356.6,9.9,5.1,1.79,9.57,0.62,Sell Spread,9.9,7.215,10.795
AXISBANK,2019-04-18,2019-04-25,2019-05-30,772.25,777.45,5.2,2.82,0.94,5.17,0.47,Sell Spread,5.2,3.79,5.67
BAJFINANCE,2019-04-18,2019-04-25,2019-05-30,3021.4,3041.8,20.4,10.89,3.62,19.94,1.84,Sell Spread,20.4,14.969999999999999,22.209999999999997
IDEA,2019-04-18,2019-04-25,2019-05-30,16.5,15.15,-1.35,0.12,0.49,1.35,-1.1,Buy Spread,-1.35,-0.6150000000000001,-1.5950000000000002
TITAN,2019-04-18,2019-04-25,2019-05-30,1126.85,1134.8,7.95,4.29,1.46,7.94,0.64,Sell Spread,7.95,5.76,8.68
BAJFINANCE,2019-04-16,2019-04-25,2019-05-30,3043.95,3064.3,20.35,10.86,3.59,19.84,1.88,Sell Spread,20.35,14.965000000000002,22.145000000000003
IDEA,2019-04-16,2019-04-25,2019-05-30,17.55,16.35,-1.2,0.13,0.48,1.33,-1.07,Buy Spread,-1.2,-0.48,-1.44
ITC,2019-04-16,2019-04-25,2019-05-30,308.05,306.95,-1.1,1.1,0.8,3.1,-0.9,Buy Spread,-1.1,0.10000000000000009,-1.5
TITAN,2019-04-16,2019-04-25,2019-05-30,1125.2,1133.75,8.55,4.28,1.45,7.9,0.66,Sell Spread,8.55,6.375000000000001,9.275
AXISBANK,2019-04-15,2019-04-25,2019-05-30,765.6,770.9,5.3,2.8,0.93,5.12,0.47,Sell Spread,5.3,3.905,5.765
BAJFINANCE,2019-04-15,2019-04-25,2019-05-30,3037.35,3057.6,20.25,10.82,3.55,19.7,1.95,Sell Spread,20.25,14.925,22.025
ITC,2019-04-15,2019-04-25,2019-05-30,306.25,305.0,-1.25,1.1,0.79,3.08,-0.88,Buy Spread,-1.25,-0.06499999999999995,-1.645
RELIANCE,2019-04-15,2019-04-25,2019-05-30,1346.05,1355.55,9.5,5.05,1.74,9.4,0.7,Sell Spread,9.5,6.890000000000001,10.37
AXISBANK,2019-04-12,2019-04-25,2019-05-30,767.9,773.4,5.5,2.79,0.92,5.09,0.49,Sell Spread,5.5,4.12,5.96
ICICIBANK,2019-04-12,2019-04-25,2019-05-30,395.7,398.85,3.15,1.28,0.72,3.08,-0.52,Sell Spread,3.15,2.07,3.51
ITC,2019-04-12,2019-04-25,2019-05-30,307.45,305.8,-1.65,1.11,0.78,3.06,-0.84,Buy Spread,-1.65,-0.48,-2.04
AXISBANK,2019-04-11,2019-04-25,2019-05-30,756.55,761.85,5.3,2.78,0.91,5.06,0.5,Sell Spread,5.3,3.9349999999999996,5.755
BAJFINANCE,2019-04-11,2019-04-25,2019-05-30,3068.25,3088.55,20.3,10.77,3.5,19.52,2.02,Sell Spread,20.3,15.05,22.05
ITC,2019-04-11,2019-04-25,2019-05-30,298.6,297.05,-1.55,1.12,0.77,3.04,-0.8,Buy Spread,-1.55,-0.395,-1.935
RELIANCE,2019-04-11,2019-04-25,2019-05-30,1356.2,1365.85,9.65,5.04,1.73,9.36,0.71,Sell Spread,9.65,7.055000000000001,10.515
BAJFINANCE,2019-04-10,2019-04-25,2019-05-30,3021.3,3041.7,20.4,10.74,3.46,19.39,2.09,Sell Spread,20.4,15.209999999999999,22.13
ITC,2019-04-10,2019-04-25,2019-05-30,296.15,294.4,-1.75,1.13,0.75,3.0,-0.75,Buy Spread,-1.75,-0.625,-2.125
BAJFINANCE,2019-04-09,2019-04-25,2019-05-30,3032.6,3052.7,20.1,10.71,3.42,19.26,2.16,Sell Spread,20.1,14.970000000000002,21.810000000000002
ITC,2019-04-09,2019-04-25,2019-05-30,297.55,295.7,-1.85,1.14,0.73,2.96,-0.68,Buy Spread,-1.85,-0.7550000000000001,-2.215
BAJFINANCE,2019-04-08,2019-04-25,2019-05-30,3047.55,3067.45,19.9,10.68,3.39,19.16,2.2,Sell Spread,19.9,14.814999999999998,21.595
ITC,2019-04-08,2019-04-25,2019-05-30,294.75,292.4,-2.35,1.15,0.71,2.92,-0.62,Buy Spread,-2.35,-1.2850000000000001,-2.705
ICICIBANK,2019-04-05,2019-04-25,2019-05-30,393.8,396.85,3.05,1.25,0.7,3.0,-0.5,Sell Spread,3.05,2.0,3.4
ITC,2019-04-05,2019-04-25,2019-05-30,296.8,294.95,-1.85,1.16,0.69,2.88,-0.56,Buy Spread,-1.85,-0.8150000000000002,-2.1950000000000003
TITAN,2019-04-05,2019-04-25,2019-05-30,1114.85,1123.05,8.2,4.2,1.38,7.65,0.75,Sell Spread,8.2,6.129999999999999,8.889999999999999
AXISBANK,2019-04-04,2019-04-25,2019-05-30,766.7,771.85,5.15,2.75,0.87,4.92,0.58,Sell Spread,5.15,3.8450000000000006,5.585
BAJFINANCE,2019-04-04,2019-04-25,2019-05-30,3060.35,3082.7,22.35,10.62,3.32,18.92,2.32,Sell Spread,22.35,17.37,24.01
ITC,2019-04-04,2019-04-25,2019-05-30,296.7,294.85,-1.85,1.17,0.66,2.82,-0.48,Buy Spread,-1.85,-0.8600000000000001,-2.18
ITC,2019-04-03,2019-04-25,2019-05-30,298.4,296.6,-1.8,1.18,0.64,2.78,-0.42,Buy Spread,-1.8,-0.8400000000000001,-2.12
AXISBANK,2019-04-02,2019-04-25,2019-05-30,772.85,778.5,5.65,2.74,0.86,4.89,0.59,Sell Spread,5.65,4.36,6.08
BANKBARODA,2019-04-02,2019-04-25,2019-05-30,134.25,135.45,1.2,0.64,0.2,1.14,0.14,Sell Spread,1.2,0.8999999999999999,1.3
ITC,2019-04-02,2019-04-25,2019-05-30,299.55,298.0,-1.55,1.19,0.62,2.74,-0.36,Buy Spread,-1.55,-0.6200000000000001,-1.86
BAJFINANCE,2019-04-01,2019-04-25,2019-05-30,3025.0,3047.35,22.35,10.54,3.23,18.61,2.46,Sell Spread,22.35,17.505000000000003,23.965
ITC,2019-04-01,2019-04-25,2019-05-30,299.45,297.5,-1.95,1.2,0.6,2.7,-0.3,Buy Spread,-1.95,-1.05,-2.25
AXISBANK,2019-03-27,2019-03-28,2019-04-25,760.75,765.9,5.15,2.71,0.83,4.78,0.64,Sell Spread,5.15,3.9050000000000002,5.565
BAJFINANCE,2019-03-27,2019-03-28,2019-04-25,2948.6,2968.95,20.35,10.47,3.13,18.3,2.65,Sell Spread,20.35,15.655000000000001,21.915000000000003
HDFCBANK,2019-03-27,2019-03-28,2019-04-25,2300.6,2316.6,16.0,4.33,4.22,14.88,-6.22,Sell Spread,16.0,9.67,18.11
IDEA,2019-03-27,2019-03-28,2019-04-25,28.25,26.65,-1.6,0.17,0.44,1.27,-0.93,Buy Spread,-1.6,-0.9400000000000001,-1.82
RELIANCE,2019-03-27,2019-03-28,2019-04-25,1351.55,1360.95,9.4,4.91,1.6,8.91,0.91,Sell Spread,9.4,7.0,10.200000000000001
AXISBANK,2019-03-26,2019-03-28,2019-04-25,758.7,763.6,4.9,2.71,0.82,4.76,0.66,Sell Spread,4.9,3.6700000000000004,5.3100000000000005
IDEA,2019-03-26,2019-03-28,2019-04-25,29.55,27.05,-2.5,0.18,0.43,1.25,-0.9,Buy Spread,-2.5,-1.855,-2.715
IDEA,2019-03-25,2019-03-28,2019-04-25,30.25,27.9,-2.35,0.19,0.4,1.19,-0.81,Buy Spread,-2.35,-1.75,-2.5500000000000003
IDEA,2019-03-22,2019-03-28,2019-04-25,30.6,28.35,-2.25,0.2,0.37,1.12,-0.73,Buy Spread,-2.25,-1.695,-2.435
IDEA,2019-03-20,2019-03-28,2019-04-25,32.0,29.2,-2.8,0.21,0.34,1.06,-0.64,Buy Spread,-2.8,-2.29,-2.9699999999999998
IDEA,2019-03-19,2019-03-28,2019-04-25,30.0,29.05,-0.95,0.22,0.29,0.94,-0.5,Buy Spread,-0.95,-0.515,-1.095
IDEA,2019-03-18,2019-03-28,2019-04-25,30.65,30.0,-0.65,0.22,0.28,0.92,-0.48,Buy Spread,-0.65,-0.22999999999999998,-0.79
IDEA,2019-03-14,2019-03-28,2019-04-25,32.55,32.05,-0.5,0.23,0.27,0.9,-0.45,Buy Spread,-0.5,-0.09499999999999997,-0.635
BHARTIARTL,2019-03-13,2019-03-28,2019-04-25,339.65,338.85,-0.8,1.55,0.93,3.88,-0.78,Buy Spread,-0.8,0.595,-1.2650000000000001
IDEA,2019-03-13,2019-03-28,2019-04-25,33.1,32.55,-0.55,0.23,0.27,0.9,-0.45,Buy Spread,-0.55,-0.14500000000000002,-0.685
BHARTIARTL,2019-03-12,2019-03-28,2019-04-25,351.9,350.45,-1.45,1.56,0.92,3.86,-0.74,Buy Spread,-1.45,-0.06999999999999984,-1.91
IDEA,2019-03-12,2019-03-28,2019-04-25,33.8,33.25,-0.55,0.23,0.27,0.9,-0.45,Buy Spread,-0.55,-0.14500000000000002,-0.685
IDEA,2019-03-11,2019-03-28,2019-04-25,33.0,32.45,-0.55,0.23,0.26,0.88,-0.42,Buy Spread,-0.55,-0.16000000000000003,-0.68
BHARTIARTL,2019-03-08,2019-03-28,2019-04-25,310.3,309.3,-1.0,1.57,0.9,3.82,-0.68,Buy Spread,-1.0,0.3500000000000001,-1.45
IDEA,2019-03-08,2019-03-28,2019-04-25,31.3,30.75,-0.55,0.24,0.26,0.89,-0.41,Buy Spread,-0.55,-0.16000000000000003,-0.68
BHARTIARTL,2019-03-07,2019-03-28,2019-04-25,309.4,308.7,-0.7,1.58,0.89,3.8,-0.64,Buy Spread,-0.7,0.635,-1.145
UBL,2019-03-07,2019-03-28,2019-04-25,1395.45,1427.0,31.55,5.83,6.56,22.23,-10.57,Sell Spread,31.55,21.71,34.83
BHARTIARTL,2019-03-06,2019-03-28,2019-04-25,310.2,308.9,-1.3,1.59,0.88,3.79,-0.61,Buy Spread,-1.3,0.020000000000000018,-1.74
SUNPHARMA,2019-03-06,2019-03-28,2019-04-25,461.95,462.6,0.65,2.43,0.7,4.18,0.68,Buy Spread,0.65,1.6999999999999997,0.30000000000000004
